firstAuthor,accessionId,reportedTrait,Samplesize,summaryStatistics
Chen Y,GCST90199751,Gamma-glutamylmethionine levels,8237,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199751/GCST90199751_buildGRCh38.tsv.gz
Chen Y,GCST90199752,Epiandrosterone sulfate levels,8174,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199752/GCST90199752_buildGRCh38.tsv.gz
Chen Y,GCST90199753,Gamma-glutamyltryptophan levels,7902,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199753/GCST90199753_buildGRCh38.tsv.gz
Chen Y,GCST90199754,7-methylxanthine levels,8019,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199754/GCST90199754_buildGRCh38.tsv.gz
Chen Y,GCST90199755,"3,7-dimethylurate levels",6894,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199755/GCST90199755_buildGRCh38.tsv.gz
Chen Y,GCST90199756,"1,7-dimethyluric acid levels",7950,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199756/GCST90199756_buildGRCh38.tsv.gz
Chen Y,GCST90199757,"1,3,7-trimethylurate levels",7446,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199757/GCST90199757_buildGRCh38.tsv.gz
Chen Y,GCST90199758,N4-acetylcytidine levels,7425,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199758/GCST90199758_buildGRCh38.tsv.gz
Chen Y,GCST90199759,Indolebutyrate levels,4423,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199759/GCST90199759_buildGRCh38.tsv.gz
Chen Y,GCST90199760,5-acetylamino-6-amino-3-methyluracil levels,8006,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199760/GCST90199760_buildGRCh38.tsv.gz
Chen Y,GCST90199761,N1-methylinosine levels,8147,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199761/GCST90199761_buildGRCh38.tsv.gz
Chen Y,GCST90199762,N6-carbamoylthreonyladenosine levels,8176,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199762/GCST90199762_buildGRCh38.tsv.gz
Chen Y,GCST90199763,1-methylxanthine levels,7959,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199763/GCST90199763_buildGRCh38.tsv.gz
Chen Y,GCST90199764,"N2,n2-dimethylguanosine levels",8210,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199764/GCST90199764_buildGRCh38.tsv.gz
Chen Y,GCST90199765,4-hydroxyhippurate levels,8259,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199765/GCST90199765_buildGRCh38.tsv.gz
Chen Y,GCST90199766,3-(3-amino-3-carboxypropyl)uridine levels,7679,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199766/GCST90199766_buildGRCh38.tsv.gz
Chen Y,GCST90199767,"5,6-dihydrouridine levels",8210,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199767/GCST90199767_buildGRCh38.tsv.gz
Chen Y,GCST90199768,Phenylacetylglutamine levels,8251,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199768/GCST90199768_buildGRCh38.tsv.gz
Chen Y,GCST90199769,3-hydroxydodecanedioate levels,7168,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199769/GCST90199769_buildGRCh38.tsv.gz
Chen Y,GCST90199770,1-arachidonylglycerol (20:4) levels,7650,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199770/GCST90199770_buildGRCh38.tsv.gz
Chen Y,GCST90199771,7-methylguanine levels,8239,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199771/GCST90199771_buildGRCh38.tsv.gz
Chen Y,GCST90199772,1-stearoyl-GPE (18:0) levels,8270,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199772/GCST90199772_buildGRCh38.tsv.gz
Chen Y,GCST90199773,Phenol sulfate levels,8249,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199773/GCST90199773_buildGRCh38.tsv.gz
Chen Y,GCST90199774,Oleoylcarnitine levels,8260,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199774/GCST90199774_buildGRCh38.tsv.gz
Chen Y,GCST90199775,Gamma-glutamylisoleucine levels,8267,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199775/GCST90199775_buildGRCh38.tsv.gz
Chen Y,GCST90199776,Malonylcarnitine levels,5822,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199776/GCST90199776_buildGRCh38.tsv.gz
Chen Y,GCST90199777,1-palmitoleoyl-GPC (16:1) levels,8227,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199777/GCST90199777_buildGRCh38.tsv.gz
Chen Y,GCST90199778,N-methyl-2-pyridone-5-carboxamide levels,8177,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199778/GCST90199778_buildGRCh38.tsv.gz
Chen Y,GCST90199779,Gamma-glutamyl-2-aminobutyrate levels,7826,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199779/GCST90199779_buildGRCh38.tsv.gz
Chen Y,GCST90199780,1-stearoyl-GPG (18:0) levels,6806,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199780/GCST90199780_buildGRCh38.tsv.gz
Chen Y,GCST90199781,Hexanoylglycine levels,6015,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199781/GCST90199781_buildGRCh38.tsv.gz
Chen Y,GCST90199782,Glutamine degradant levels,8293,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199782/GCST90199782_buildGRCh38.tsv.gz
Chen Y,GCST90199783,5-methyluridine (ribothymidine) levels,8168,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199783/GCST90199783_buildGRCh38.tsv.gz
Chen Y,GCST90199784,Cysteine-glutathione disulfide levels,7812,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199784/GCST90199784_buildGRCh38.tsv.gz
Chen Y,GCST90199785,Isovalerylglycine levels,7100,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199785/GCST90199785_buildGRCh38.tsv.gz
Chen Y,GCST90199786,2-hydroxy-3-methylvalerate levels,8246,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199786/GCST90199786_buildGRCh38.tsv.gz
Chen Y,GCST90199787,Homostachydrine levels,8248,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199787/GCST90199787_buildGRCh38.tsv.gz
Chen Y,GCST90199788,1-arachidonoyl-gpc (20:4n6) levels,8267,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199788/GCST90199788_buildGRCh38.tsv.gz
Chen Y,GCST90199789,2-palmitoyl-GPC (16:0) levels,8249,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199789/GCST90199789_buildGRCh38.tsv.gz
Chen Y,GCST90199790,2-palmitoleoyl-GPC (16:1) levels,6697,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199790/GCST90199790_buildGRCh38.tsv.gz
Chen Y,GCST90199791,1-arachidonoyl-GPE (20:4n6) levels,8270,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199791/GCST90199791_buildGRCh38.tsv.gz
Chen Y,GCST90199792,1-palmitoyl-GPE (16:0) levels,8276,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199792/GCST90199792_buildGRCh38.tsv.gz
Chen Y,GCST90199793,1-linoleoyl-GPE (18:2) levels,8279,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199793/GCST90199793_buildGRCh38.tsv.gz
Chen Y,GCST90199794,1-oleoyl-GPE (18:1) levels,8283,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199794/GCST90199794_buildGRCh38.tsv.gz
Chen Y,GCST90199795,2-hydroxypalmitate levels,8247,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199795/GCST90199795_buildGRCh38.tsv.gz
Chen Y,GCST90199796,Docosapentaenoate (n6 DPA; 22:5n6) levels,7540,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199796/GCST90199796_buildGRCh38.tsv.gz
Chen Y,GCST90199797,Gulonate levels,7731,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199797/GCST90199797_buildGRCh38.tsv.gz
Chen Y,GCST90199798,Isobutyrylglycine levels,7465,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199798/GCST90199798_buildGRCh38.tsv.gz
Chen Y,GCST90199799,Glutarylcarnitine (c5-dc) levels,8238,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199799/GCST90199799_buildGRCh38.tsv.gz
Chen Y,GCST90199800,Carnitine C5:1 levels,8097,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199800/GCST90199800_buildGRCh38.tsv.gz
Chen Y,GCST90199801,Hydroquinone sulfate levels,7682,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199801/GCST90199801_buildGRCh38.tsv.gz
Chen Y,GCST90199802,Beta-hydroxyisovaleroylcarnitine levels,8232,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199802/GCST90199802_buildGRCh38.tsv.gz
Chen Y,GCST90199803,Catechol sulfate levels,8242,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199803/GCST90199803_buildGRCh38.tsv.gz
Chen Y,GCST90199804,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca) levels,8236,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199804/GCST90199804_buildGRCh38.tsv.gz
Chen Y,GCST90199805,Octadecanedioate levels,8223,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199805/GCST90199805_buildGRCh38.tsv.gz
Chen Y,GCST90199806,Tetradecanedioate (C14-DC) levels,8268,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199806/GCST90199806_buildGRCh38.tsv.gz
Chen Y,GCST90199807,Hexadecanedioate (C16-DC) levels,8260,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199807/GCST90199807_buildGRCh38.tsv.gz
Chen Y,GCST90199808,Glycerophosphoethanolamine levels,8231,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199808/GCST90199808_buildGRCh38.tsv.gz
Chen Y,GCST90199809,Taurolithocholate 3-sulfate levels,8124,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199809/GCST90199809_buildGRCh38.tsv.gz
Chen Y,GCST90199810,1-palmitoyl-GPI (16:0) levels,8246,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199810/GCST90199810_buildGRCh38.tsv.gz
Chen Y,GCST90199811,Glycolithocholate sulfate levels,8165,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199811/GCST90199811_buildGRCh38.tsv.gz
Chen Y,GCST90199812,3-(3-hydroxyphenyl)propionate levels,7304,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199812/GCST90199812_buildGRCh38.tsv.gz
Chen Y,GCST90199813,Deoxycarnitine levels,8271,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199813/GCST90199813_buildGRCh38.tsv.gz
Chen Y,GCST90199814,Alpha-hydroxycaproate levels,5169,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199814/GCST90199814_buildGRCh38.tsv.gz
Chen Y,GCST90199815,1-ribosyl-imidazoleacetate levels,8205,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199815/GCST90199815_buildGRCh38.tsv.gz
Chen Y,GCST90199816,"3,4-dihydroxybutyrate levels",8142,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199816/GCST90199816_buildGRCh38.tsv.gz
Chen Y,GCST90199817,Indoleacetylglutamine levels,6161,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199817/GCST90199817_buildGRCh38.tsv.gz
Chen Y,GCST90199818,Mannitol/sorbitol levels,8211,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199818/GCST90199818_buildGRCh38.tsv.gz
Chen Y,GCST90199819,Tryptophan betaine levels,8216,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199819/GCST90199819_buildGRCh38.tsv.gz
Chen Y,GCST90199820,Dihomo-linolenate (20:3n3 or n6) levels,8273,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199820/GCST90199820_buildGRCh38.tsv.gz
Chen Y,GCST90199821,1-linoleoyl-GPI (18:2) levels,8268,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199821/GCST90199821_buildGRCh38.tsv.gz
Chen Y,GCST90199822,1-oleoyl-GPI (18:1) levels,8252,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199822/GCST90199822_buildGRCh38.tsv.gz
Chen Y,GCST90199823,O-cresol sulfate levels,7315,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199823/GCST90199823_buildGRCh38.tsv.gz
Chen Y,GCST90199824,4-vinylphenol sulfate levels,8280,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199824/GCST90199824_buildGRCh38.tsv.gz
Chen Y,GCST90199825,Pyrraline levels,7920,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199825/GCST90199825_buildGRCh38.tsv.gz
Chen Y,GCST90199826,N6-acetyllysine levels,8242,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199826/GCST90199826_buildGRCh38.tsv.gz
Chen Y,GCST90199827,Thymol sulfate levels,8063,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199827/GCST90199827_buildGRCh38.tsv.gz
Chen Y,GCST90199828,N-acetylserine levels,8217,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199828/GCST90199828_buildGRCh38.tsv.gz
Chen Y,GCST90199829,3-methyladipate levels,6958,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199829/GCST90199829_buildGRCh38.tsv.gz
Chen Y,GCST90199830,4-ethylphenylsulfate levels,8139,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199830/GCST90199830_buildGRCh38.tsv.gz
Chen Y,GCST90199831,1-stearoyl-2-oleoyl-GPE (18:0/18:1) levels,8273,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199831/GCST90199831_buildGRCh38.tsv.gz
Chen Y,GCST90199832,Dimethylarginine (sdma + adma) levels,8233,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199832/GCST90199832_buildGRCh38.tsv.gz
Chen Y,GCST90199833,Hexanoylglutamine levels,8128,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199833/GCST90199833_buildGRCh38.tsv.gz
Chen Y,GCST90199834,Gamma-glutamylalanine levels,7518,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199834/GCST90199834_buildGRCh38.tsv.gz
Chen Y,GCST90199835,"5alpha-androstan-3beta,17beta-diol disulfate levels",8199,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199835/GCST90199835_buildGRCh38.tsv.gz
Chen Y,GCST90199836,N-methylproline levels,8299,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199836/GCST90199836_buildGRCh38.tsv.gz
Chen Y,GCST90199837,Carotenoid levels (cryptoxanthin),8226,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199837/GCST90199837_buildGRCh38.tsv.gz
Chen Y,GCST90199838,"5alpha-pregnan-3beta,20alpha-diol disulfate levels",8130,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199838/GCST90199838_buildGRCh38.tsv.gz
Chen Y,GCST90199839,Taurocholenate sulfate levels,8249,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199839/GCST90199839_buildGRCh38.tsv.gz
Chen Y,GCST90199840,Pregnenediol disulfate (C21H34O8S2) levels,8245,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199840/GCST90199840_buildGRCh38.tsv.gz
Chen Y,GCST90199841,Glycocholenate sulfate levels,8250,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199841/GCST90199841_buildGRCh38.tsv.gz
Chen Y,GCST90199842,"Androstenediol (3beta,17beta) disulfate (1) levels",8222,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199842/GCST90199842_buildGRCh38.tsv.gz
Chen Y,GCST90199843,Chiro-inositol levels,4429,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199843/GCST90199843_buildGRCh38.tsv.gz
Chen Y,GCST90199844,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2) levels,8266,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199844/GCST90199844_buildGRCh38.tsv.gz
Chen Y,GCST90199845,Sphinganine-1-phosphate levels,8126,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199845/GCST90199845_buildGRCh38.tsv.gz
Chen Y,GCST90199846,Glycosyl-N-stearoyl-sphingosine (d18:1/18:0) levels,8233,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199846/GCST90199846_buildGRCh38.tsv.gz
Chen Y,GCST90199847,4-allylphenol sulfate levels,8240,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199847/GCST90199847_buildGRCh38.tsv.gz
Chen Y,GCST90199848,Succinylcarnitine levels,8212,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199848/GCST90199848_buildGRCh38.tsv.gz
Chen Y,GCST90199849,21-hydroxypregnenolone disulfate levels,8132,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199849/GCST90199849_buildGRCh38.tsv.gz
Chen Y,GCST90199850,"5alpha-androstan-3alpha,17alpha-diol monosulfate levels",5524,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199850/GCST90199850_buildGRCh38.tsv.gz
Chen Y,GCST90199851,"Androstenediol (3beta,17beta) disulfate (2) levels",8205,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199851/GCST90199851_buildGRCh38.tsv.gz
Chen Y,GCST90199852,"5alpha-androstan-3beta,17alpha-diol disulfate levels",7103,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199852/GCST90199852_buildGRCh38.tsv.gz
Chen Y,GCST90199853,"5alpha-pregnan-3beta,20beta-diol monosulfate (1) levels",7772,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199853/GCST90199853_buildGRCh38.tsv.gz
Chen Y,GCST90199854,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2) levels",8028,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199854/GCST90199854_buildGRCh38.tsv.gz
Chen Y,GCST90199855,"5alpha-androstan-3beta,17beta-diol monosulfate (2) levels",7066,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199855/GCST90199855_buildGRCh38.tsv.gz
Chen Y,GCST90199856,"Androstenediol (3alpha, 17alpha) monosulfate (3) levels",8192,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199856/GCST90199856_buildGRCh38.tsv.gz
Chen Y,GCST90199857,5alpha-pregnan-diol disulfate levels,4110,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199857/GCST90199857_buildGRCh38.tsv.gz
Chen Y,GCST90199858,"5alpha-androstan-3alpha,17beta-diol monosulfate (1) levels",7608,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199858/GCST90199858_buildGRCh38.tsv.gz
Chen Y,GCST90199859,"5alpha-androstan-3alpha,17beta-diol disulfate levels",5082,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199859/GCST90199859_buildGRCh38.tsv.gz
Chen Y,GCST90199860,Andro steroid monosulfate C19H28O6S (1) levels,7415,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199860/GCST90199860_buildGRCh38.tsv.gz
Chen Y,GCST90199861,Pregnenediol sulfate (C21H34O5S) levels,8260,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199861/GCST90199861_buildGRCh38.tsv.gz
Chen Y,GCST90199862,4-hydroxycoumarin levels,6944,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199862/GCST90199862_buildGRCh38.tsv.gz
Chen Y,GCST90199863,16a-hydroxy DHEA 3-sulfate levels,8236,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90199001-GCST90200000/GCST90199863/GCST90199863_buildGRCh38.tsv.gz
